date=2026-05-22, mr20=57.3844%, u4=46, d4=19, w20=21, universe=887
date=2020-08-11, mr20=79.8305%, u4=55, d4=9, w20=30, universe=590
date=2020-08-10, mr20=78.8136%, u4=92, d4=6, w20=41, universe=590
date=2020-08-07, mr20=72.619%, u4=79, d4=10, w20=36, universe=588
date=2020-08-06, mr20=66.3837%, u4=65, d4=5, w20=29, universe=589
date=2020-08-05, mr20=63.6672%, u4=57, d4=1, w20=24, universe=589
date=2020-08-04, mr20=58.3333%, u4=71, d4=3, w20=22, universe=588
date=2020-08-03, mr20=48.6441%, u4=61, d4=9, w20=13, universe=590
date=2020-07-31, mr20=47.449%, u4=54, d4=9, w20=4, universe=588
date=2020-07-30, mr20=44.5578%, u4=21, d4=18, w20=3, universe=588
date=2020-07-29, mr20=56.0272%, u4=49, d4=8, w20=6, universe=589
date=2020-07-28, mr20=48.8964%, u4=40, d4=10, w20=3, universe=589
date=2020-07-27, mr20=45.6706%, u4=20, d4=31, w20=4, universe=589
date=2020-07-24, mr20=57.725%, u4=35, d4=6, w20=11, universe=589
date=2020-07-23, mr20=66.7233%, u4=45, d4=7, w20=10, universe=589
date=2020-07-22, mr20=64.5161%, u4=28, d4=5, w20=6, universe=589
date=2020-07-21, mr20=67.5722%, u4=45, d4=9, w20=9, universe=589
date=2020-07-20, mr20=63.7288%, u4=54, d4=9, w20=3, universe=590
date=2020-07-17, mr20=59.9321%, u4=70, d4=5, w20=3, universe=589
date=2020-07-16, mr20=48.8964%, u4=33, d4=10, w20=4, universe=589
date=2020-07-15, mr20=49.7453%, u4=33, d4=18, w20=3, universe=589
date=2020-07-14, mr20=52.1222%, u4=13, d4=25, w20=3, universe=589
date=2020-07-13, mr20=68.8136%, u4=38, d4=13, w20=5, universe=590
date=2020-07-10, mr20=74.3633%, u4=22, d4=18, w20=6, universe=589
date=2020-07-09, mr20=79.966%, u4=30, d4=2, w20=10, universe=589
date=2020-07-08, mr20=80.8149%, u4=38, d4=11, w20=18, universe=589
date=2020-07-07, mr20=84.8896%, u4=57, d4=6, w20=20, universe=589
date=2020-07-06, mr20=85.9322%, u4=85, d4=7, w20=13, universe=590
date=2020-07-03, mr20=80.8149%, u4=46, d4=10, w20=10, universe=589
date=2020-07-02, mr20=80.3056%, u4=53, d4=10, w20=9, universe=589
date=2020-07-01, mr20=75.2122%, u4=59, d4=16, w20=18, universe=589
date=2020-06-30, mr20=71.9864%, u4=19, d4=25, w20=21, universe=589
date=2020-06-29, mr20=76.9492%, u4=32, d4=35, w20=27, universe=590
date=2020-06-26, mr20=88.3051%, u4=57, d4=6, w20=47, universe=590
date=2020-06-25, mr20=85.9322%, u4=54, d4=13, w20=52, universe=590
date=2020-06-24, mr20=89.661%, u4=39, d4=33, w20=60, universe=590
date=2020-06-23, mr20=95.2542%, u4=110, d4=2, w20=68, universe=590
date=2020-06-22, mr20=91.1864%, u4=92, d4=5, w20=40, universe=590
date=2020-06-19, mr20=88.9831%, u4=108, d4=5, w20=30, universe=590
date=2020-06-18, mr20=83.8983%, u4=98, d4=7, w20=24, universe=590
date=2020-06-17, mr20=76.7797%, u4=52, d4=7, w20=12, universe=590
date=2020-06-16, mr20=76.1017%, u4=54, d4=18, w20=19, universe=590
date=2020-06-15, mr20=78.8136%, u4=41, d4=8, w20=18, universe=590
date=2020-06-12, mr20=85.4237%, u4=41, d4=9, w20=23, universe=590
date=2020-06-11, mr20=87.2881%, u4=27, d4=29, w20=38, universe=590
date=2020-06-10, mr20=94.2373%, u4=60, d4=7, w20=54, universe=590
date=2020-06-09, mr20=93.8983%, u4=40, d4=16, w20=59, universe=590
date=2020-06-08, mr20=96.2712%, u4=110, d4=6, w20=107, universe=590
date=2020-06-05, mr20=95.9253%, u4=175, d4=1, w20=111, universe=589
date=2020-06-04, mr20=89.6435%, u4=58, d4=10, w20=59, universe=589
date=2020-06-03, mr20=92.6995%, u4=96, d4=4, w20=62, universe=589
date=2020-06-02, mr20=89.4737%, u4=98, d4=2, w20=48, universe=589
date=2020-06-01, mr20=84.9153%, u4=142, d4=3, w20=35, universe=590
date=2020-05-29, mr20=65.9864%, u4=88, d4=18, w20=11, universe=588
date=2020-05-28, mr20=56.5365%, u4=82, d4=2, w20=14, universe=589
date=2020-05-27, mr20=43.2937%, u4=69, d4=5, w20=10, universe=589
date=2020-05-26, mr20=37.1186%, u4=49, d4=9, w20=9, universe=590
date=2020-05-22, mr20=34.4652%, u4=23, d4=27, w20=4, universe=589
date=2020-05-21, mr20=36.5025%, u4=53, d4=10, w20=4, universe=589
date=2020-05-20, mr20=30.3905%, u4=40, d4=6, w20=2, universe=589
date=2020-05-19, mr20=25.3401%, u4=24, d4=26, w20=4, universe=588
date=2020-05-18, mr20=20.8475%, u4=10, d4=143, w20=5, universe=590
date=2020-05-15, mr20=42.4448%, u4=36, d4=12, w20=11, universe=589
date=2020-05-14, mr20=42.9542%, u4=26, d4=12, w20=7, universe=589
date=2020-05-13, mr20=50.4244%, u4=131, d4=2, w20=11, universe=589
date=2020-05-12, mr20=33.2767%, u4=21, d4=24, w20=9, universe=589
date=2020-05-11, mr20=35.9932%, u4=38, d4=18, w20=6, universe=589
date=2020-05-08, mr20=32.5976%, u4=19, d4=22, w20=4, universe=589
date=2020-05-07, mr20=36.163%, u4=32, d4=13, w20=4, universe=589
date=2020-05-06, mr20=36.3946%, u4=35, d4=31, w20=5, universe=588
date=2020-05-05, mr20=33.8435%, u4=14, d4=31, w20=6, universe=588
date=2020-05-04, mr20=41.6667%, u4=14, d4=55, w20=6, universe=588
date=2020-04-30, mr20=69.3878%, u4=83, d4=7, w20=17, universe=588
date=2020-04-29, mr20=62.9252%, u4=74, d4=1, w20=14, universe=588
date=2020-04-28, mr20=56.4626%, u4=52, d4=12, w20=14, universe=588
date=2020-04-27, mr20=54.1596%, u4=79, d4=13, w20=12, universe=589
date=2020-04-24, mr20=50%, u4=29, d4=67, w20=13, universe=588
date=2020-04-23, mr20=63.7755%, u4=59, d4=9, w20=23, universe=588
date=2020-04-22, mr20=57.9932%, u4=55, d4=14, w20=35, universe=588
date=2020-04-21, mr20=55.7823%, u4=25, d4=75, w20=42, universe=588
date=2020-04-20, mr20=73.7288%, u4=92, d4=11, w20=79, universe=590
date=2020-04-17, mr20=73.1293%, u4=145, d4=3, w20=113, universe=588
date=2020-04-16, mr20=62.3729%, u4=82, d4=7, w20=105, universe=590
date=2020-04-15, mr20=54.0678%, u4=87, d4=17, w20=146, universe=590
date=2020-04-13, mr20=48.3051%, u4=86, d4=39, w20=129, universe=590
date=2020-04-09, mr20=48.7267%, u4=154, d4=3, w20=105, universe=589
date=2020-04-08, mr20=31.0169%, u4=108, d4=15, w20=101, universe=590
date=2020-04-07, mr20=24.7878%, u4=220, d4=11, w20=59, universe=589
date=2020-04-03, mr20=10.1868%, u4=72, d4=62, w20=33, universe=589
date=2020-04-01, mr20=6.6214%, u4=31, d4=41, w20=50, universe=589
date=2020-03-31, mr20=9.5076%, u4=151, d4=14, w20=81, universe=589
date=2020-03-30, mr20=3.8983%, u4=38, d4=55, w20=42, universe=590
date=2020-03-27, mr20=3.5593%, u4=66, d4=39, w20=6, universe=590
date=2020-03-26, mr20=2.7119%, u4=205, d4=22, w20=7, universe=590
date=2020-03-25, mr20=1.5254%, u4=87, d4=36, w20=3, universe=590
date=2020-03-24, mr20=1.0169%, u4=57, d4=121, w20=3, universe=590
date=2020-03-23, mr20=1.1885%, u4=1, d4=148, w20=2, universe=589
date=2020-03-20, mr20=2.5467%, u4=112, d4=43, w20=4, universe=589
date=2020-03-19, mr20=0.6803%, u4=18, d4=206, w20=4, universe=588
date=2020-03-18, mr20=0.8475%, u4=15, d4=232, w20=2, universe=590
date=2020-03-17, mr20=1.5254%, u4=16, d4=87, w20=4, universe=590
date=2020-03-16, mr20=0.6791%, u4=6, d4=87, w20=3, universe=589
date=2020-03-13, mr20=1.7007%, u4=83, d4=62, w20=2, universe=588
date=2020-03-12, mr20=0.6791%, u4=2, d4=407, w20=1, universe=589
date=2020-03-11, mr20=3.9049%, u4=35, d4=51, w20=1, universe=589
date=2020-03-09, mr20=3.2258%, u4=6, d4=248, w20=1, universe=589
date=2020-03-06, mr20=9.1837%, u4=10, d4=111, w20=3, universe=588
date=2020-03-05, mr20=13.799%, u4=18, d4=11, w20=2, universe=587
date=2020-03-04, mr20=11.0733%, u4=11, d4=61, w20=2, universe=587
date=2020-03-03, mr20=14.1156%, u4=50, d4=13, w20=2, universe=588
date=2020-03-02, mr20=8.8586%, u4=18, d4=34, w20=2, universe=587
date=2020-02-28, mr20=9.7104%, u4=1, d4=211, w20=2, universe=587
date=2020-02-27, mr20=22.1465%, u4=14, d4=30, w20=4, universe=587
date=2020-02-26, mr20=23.9796%, u4=16, d4=31, w20=7, universe=588
date=2020-02-25, mr20=26.7462%, u4=21, d4=19, w20=10, universe=587
date=2020-02-24, mr20=29.7619%, u4=15, d4=45, w20=11, universe=588
date=2020-02-20, mr20=41.1565%, u4=40, d4=5, w20=12, universe=588
date=2020-02-19, mr20=39.1823%, u4=59, d4=5, w20=10, universe=587
date=2020-02-18, mr20=29.4719%, u4=18, d4=26, w20=11, universe=587
date=2020-02-17, mr20=33.5605%, u4=17, d4=28, w20=6, universe=587
date=2020-02-14, mr20=37.9898%, u4=27, d4=18, w20=7, universe=587
date=2020-02-13, mr20=41.0562%, u4=30, d4=20, w20=14, universe=587
date=2020-02-12, mr20=42.4191%, u4=31, d4=29, w20=13, universe=587
date=2020-02-11, mr20=45.4855%, u4=37, d4=17, w20=15, universe=587
date=2020-02-10, mr20=44.9744%, u4=30, d4=19, w20=19, universe=587
date=2020-02-07, mr20=53.413%, u4=44, d4=6, w20=13, universe=586
date=2020-02-06, mr20=53.322%, u4=59, d4=7, w20=9, universe=587
date=2020-02-05, mr20=47.8705%, u4=55, d4=14, w20=6, universe=587
date=2020-02-04, mr20=38.3305%, u4=59, d4=14, w20=6, universe=587
date=2020-02-03, mr20=28.6201%, u4=32, d4=29, w20=4, universe=587
date=2020-02-01, mr20=26.8376%, u4=8, d4=97, w20=3, universe=585
date=2020-01-31, mr20=44.4634%, u4=15, d4=15, w20=4, universe=587
date=2020-01-30, mr20=47.7816%, u4=14, d4=35, w20=5, universe=586
date=2020-01-29, mr20=62.1806%, u4=37, d4=13, w20=6, universe=587
date=2020-01-28, mr20=60.5802%, u4=13, d4=21, w20=5, universe=586
date=2020-01-27, mr20=67.9181%, u4=28, d4=17, w20=6, universe=586
date=2020-01-24, mr20=75.3846%, u4=26, d4=6, w20=5, universe=585
date=2020-01-23, mr20=74.0171%, u4=35, d4=6, w20=2, universe=585
date=2020-01-22, mr20=70.4274%, u4=19, d4=13, w20=4, universe=585
date=2020-01-21, mr20=74.1438%, u4=25, d4=8, w20=6, universe=584
date=2020-01-20, mr20=77.265%, u4=18, d4=18, w20=7, universe=585
date=2020-01-17, mr20=84.6154%, u4=38, d4=6, w20=11, universe=585
date=2020-01-16, mr20=86.3014%, u4=50, d4=5, w20=14, universe=584
date=2020-01-15, mr20=83.2479%, u4=57, d4=6, w20=16, universe=585
date=2020-01-14, mr20=83.0769%, u4=31, d4=4, w20=9, universe=585
date=2020-01-13, mr20=82.906%, u4=51, d4=1, w20=13, universe=585
date=2020-01-10, mr20=77.5685%, u4=36, d4=9, w20=4, universe=584
date=2020-01-09, mr20=75.5137%, u4=74, d4=3, w20=5, universe=584
date=2020-01-08, mr20=56.9231%, u4=25, d4=7, w20=8, universe=585
date=2020-01-07, mr20=59.2466%, u4=40, d4=3, w20=9, universe=584
date=2020-01-06, mr20=49.9145%, u4=9, d4=51, w20=8, universe=585
date=2020-01-03, mr20=76.7521%, u4=23, d4=5, w20=16, universe=585
date=2020-01-02, mr20=81.3675%, u4=97, d4=0, w20=11, universe=585
date=2020-01-01, mr20=69.4017%, u4=34, d4=3, w20=9, universe=585
date=2019-12-31, mr20=67.5214%, u4=34, d4=3, w20=8, universe=585
date=2019-12-30, mr20=65.641%, u4=36, d4=2, w20=3, universe=585
date=2019-12-27, mr20=59.4178%, u4=34, d4=1, w20=3, universe=584
date=2019-12-26, mr20=50.7719%, u4=39, d4=3, w20=3, universe=583
date=2019-12-24, mr20=46.9178%, u4=15, d4=4, w20=1, universe=584
date=2019-12-23, mr20=47.9452%, u4=10, d4=9, w20=3, universe=584
date=2019-12-20, mr20=49.3151%, u4=14, d4=5, w20=4, universe=584
date=2019-12-19, mr20=46.6552%, u4=21, d4=7, w20=4, universe=583
date=2019-12-18, mr20=48.3705%, u4=22, d4=7, w20=6, universe=583
date=2019-12-17, mr20=48.2877%, u4=27, d4=5, w20=4, universe=584
date=2019-12-16, mr20=38.5274%, u4=17, d4=7, w20=2, universe=584
date=2019-12-13, mr20=43.3219%, u4=43, d4=3, w20=0, universe=584
date=2019-12-12, mr20=33.2762%, u4=28, d4=2, w20=1, universe=583
date=2019-12-11, mr20=26.072%, u4=13, d4=13, w20=1, universe=583
date=2019-12-10, mr20=22.6415%, u4=7, d4=27, w20=0, universe=583
date=2019-12-09, mr20=29.5026%, u4=14, d4=19, w20=2, universe=583
date=2019-12-06, mr20=30.1887%, u4=9, d4=31, w20=3, universe=583
date=2019-12-05, mr20=40.1372%, u4=19, d4=8, w20=5, universe=583
date=2019-12-04, mr20=43.299%, u4=22, d4=6, w20=5, universe=582
date=2019-12-03, mr20=39.1753%, u4=8, d4=28, w20=5, universe=582
date=2019-12-02, mr20=46.7354%, u4=13, d4=11, w20=6, universe=582
date=2019-11-29, mr20=54.9828%, u4=28, d4=4, w20=9, universe=582
date=2019-11-28, mr20=56.3574%, u4=42, d4=7, w20=11, universe=582
date=2019-11-27, mr20=52.4055%, u4=33, d4=3, w20=13, universe=582
date=2019-11-26, mr20=49.3127%, u4=20, d4=21, w20=8, universe=582
date=2019-11-25, mr20=54.9053%, u4=41, d4=7, w20=12, universe=581
date=2019-11-22, mr20=45.7045%, u4=23, d4=8, w20=10, universe=582
date=2019-11-21, mr20=47.079%, u4=31, d4=11, w20=10, universe=582
date=2019-11-20, mr20=50.5155%, u4=33, d4=8, w20=8, universe=582
date=2019-11-19, mr20=48.2818%, u4=31, d4=14, w20=9, universe=582
date=2019-11-18, mr20=47.7663%, u4=27, d4=9, w20=10, universe=582
date=2019-11-15, mr20=46.9072%, u4=32, d4=17, w20=9, universe=582
date=2019-11-14, mr20=46.0481%, u4=25, d4=21, w20=12, universe=582
date=2019-11-13, mr20=49.3997%, u4=29, d4=46, w20=9, universe=583
date=2019-11-11, mr20=58.9347%, u4=35, d4=8, w20=10, universe=582
date=2019-11-08, mr20=59.7938%, u4=24, d4=14, w20=9, universe=582
date=2019-11-07, mr20=66.8385%, u4=45, d4=13, w20=11, universe=582
date=2019-11-06, mr20=67.354%, u4=23, d4=18, w20=13, universe=582
date=2019-11-05, mr20=70.6186%, u4=17, d4=23, w20=8, universe=582
date=2019-11-04, mr20=79.346%, u4=46, d4=9, w20=18, universe=581
date=2019-11-01, mr20=78.3505%, u4=47, d4=3, w20=14, universe=582
date=2019-10-31, mr20=77.1478%, u4=60, d4=4, w20=12, universe=582
date=2019-10-30, mr20=72.3368%, u4=51, d4=4, w20=8, universe=582
date=2019-10-29, mr20=69.4158%, u4=71, d4=13, w20=5, universe=582
date=2019-10-27, mr20=65.1203%, u4=9, d4=0, w20=7, universe=582
date=2019-10-25, mr20=54.7332%, u4=17, d4=13, w20=10, universe=581
date=2019-10-24, mr20=58.2474%, u4=24, d4=23, w20=14, universe=582
date=2019-10-23, mr20=65.9794%, u4=28, d4=13, w20=20, universe=582
date=2019-10-22, mr20=66.4948%, u4=51, d4=13, w20=17, universe=582
date=2019-10-18, mr20=65.4639%, u4=90, d4=4, w20=10, universe=582
date=2019-10-17, mr20=47.9381%, u4=52, d4=9, w20=5, universe=582
date=2019-10-16, mr20=39.5189%, u4=29, d4=14, w20=4, universe=582
date=2019-10-15, mr20=38.8985%, u4=21, d4=19, w20=5, universe=581
date=2019-10-14, mr20=37.1773%, u4=19, d4=9, w20=3, universe=581
date=2019-10-11, mr20=31.7241%, u4=20, d4=14, w20=3, universe=580
date=2019-10-10, mr20=28.7931%, u4=14, d4=24, w20=5, universe=580
date=2019-10-09, mr20=33.3333%, u4=36, d4=14, w20=4, universe=579
date=2019-10-07, mr20=27.931%, u4=10, d4=36, w20=2, universe=580
date=2019-10-04, mr20=30.3448%, u4=13, d4=20, w20=2, universe=580
date=2019-10-03, mr20=37.2414%, u4=11, d4=17, w20=1, universe=580
date=2019-10-01, mr20=39.3103%, u4=8, d4=52, w20=0, universe=580
date=2019-09-30, mr20=55.5172%, u4=14, d4=61, w20=2, universe=580
date=2019-09-27, mr20=66.3793%, u4=19, d4=24, w20=9, universe=580
date=2019-09-26, mr20=72.5862%, u4=41, d4=12, w20=20, universe=580
date=2019-09-25, mr20=69.2573%, u4=16, d4=33, w20=9, universe=579
date=2019-09-24, mr20=81.0345%, u4=45, d4=9, w20=15, universe=580
date=2019-09-23, mr20=82.5862%, u4=97, d4=3, w20=7, universe=580
date=2019-09-20, mr20=75.8621%, u4=231, d4=8, w20=2, universe=580
date=2019-09-19, mr20=39.8964%, u4=6, d4=37, w20=3, universe=579
date=2019-09-18, mr20=56.2284%, u4=19, d4=3, w20=5, universe=578
date=2019-09-17, mr20=54.6713%, u4=8, d4=50, w20=16, universe=578
date=2019-09-16, mr20=74.7405%, u4=51, d4=8, w20=29, universe=578
date=2019-09-13, mr20=77.1626%, u4=37, d4=1, w20=31, universe=578
date=2019-09-12, mr20=71.6263%, u4=31, d4=5, w20=25, universe=578
date=2019-09-11, mr20=73.8302%, u4=109, d4=6, w20=34, universe=577
date=2019-09-09, mr20=61.3518%, u4=51, d4=6, w20=9, universe=577
date=2019-09-06, mr20=51.0417%, u4=40, d4=8, w20=9, universe=576
date=2019-09-05, mr20=40.3478%, u4=33, d4=4, w20=6, universe=575
date=2019-09-04, mr20=33.9688%, u4=26, d4=12, w20=4, universe=577
date=2019-09-03, mr20=30.6759%, u4=13, d4=28, w20=5, universe=577
date=2019-08-30, mr20=41.3194%, u4=31, d4=2, w20=9, universe=576
date=2019-08-29, mr20=34.5486%, u4=13, d4=15, w20=8, universe=576
date=2019-08-28, mr20=36.9151%, u4=17, d4=16, w20=2, universe=577
date=2019-08-27, mr20=43.75%, u4=90, d4=5, w20=1, universe=576
date=2019-08-26, mr20=32.2357%, u4=68, d4=10, w20=0, universe=577
date=2019-08-23, mr20=18.0243%, u4=45, d4=15, w20=1, universe=577
date=2019-08-22, mr20=15.5979%, u4=2, d4=101, w20=1, universe=577
date=2019-08-21, mr20=19.6181%, u4=6, d4=61, w20=1, universe=576
date=2019-08-20, mr20=28.8194%, u4=11, d4=19, w20=2, universe=576
date=2019-08-19, mr20=33.3913%, u4=16, d4=10, w20=7, universe=575
date=2019-08-16, mr20=29.4425%, u4=23, d4=19, w20=7, universe=574
date=2019-08-14, mr20=27.1777%, u4=29, d4=21, w20=9, universe=574
date=2019-08-13, mr20=24.5645%, u4=16, d4=45, w20=13, universe=574
date=2019-08-09, mr20=33.9721%, u4=64, d4=8, w20=8, universe=574
date=2019-08-08, mr20=25.0871%, u4=25, d4=13, w20=4, universe=574
date=2019-08-07, mr20=19.0227%, u4=21, d4=28, w20=3, universe=573
date=2019-08-06, mr20=16.4049%, u4=53, d4=6, w20=6, universe=573
date=2019-08-05, mr20=10.6457%, u4=7, d4=62, w20=2, universe=573
date=2019-08-02, mr20=13.6126%, u4=14, d4=34, w20=2, universe=573
date=2019-08-01, mr20=11.6928%, u4=9, d4=31, w20=1, universe=573
date=2019-07-31, mr20=15.3578%, u4=37, d4=22, w20=1, universe=573
date=2019-07-30, mr20=11.1888%, u4=8, d4=104, w20=1, universe=572
date=2019-07-29, mr20=16.2587%, u4=9, d4=44, w20=1, universe=572
date=2019-07-26, mr20=17.9756%, u4=25, d4=12, w20=4, universe=573
date=2019-07-25, mr20=13.9616%, u4=14, d4=24, w20=2, universe=573
date=2019-07-24, mr20=12.0419%, u4=12, d4=36, w20=2, universe=573
date=2019-07-23, mr20=15.7068%, u4=23, d4=11, w20=2, universe=573
date=2019-07-22, mr20=12.9145%, u4=9, d4=37, w20=0, universe=573
date=2019-07-19, mr20=12.6095%, u4=3, d4=62, w20=1, universe=571
date=2019-07-18, mr20=20.2797%, u4=6, d4=35, w20=1, universe=572
date=2019-07-17, mr20=31.1189%, u4=15, d4=13, w20=0, universe=572
date=2019-07-16, mr20=26.9231%, u4=10, d4=11, w20=1, universe=572
date=2019-07-15, mr20=20.8406%, u4=10, d4=13, w20=3, universe=571
date=2019-07-12, mr20=24.5184%, u4=18, d4=5, w20=3, universe=571
date=2019-07-11, mr20=19.9301%, u4=15, d4=7, w20=2, universe=572
date=2019-07-10, mr20=15.7343%, u4=4, d4=18, w20=2, universe=572
date=2019-07-09, mr20=19.4737%, u4=19, d4=9, w20=2, universe=570
date=2019-07-08, mr20=13.8112%, u4=3, d4=64, w20=3, universe=572
date=2019-07-05, mr20=31.1189%, u4=5, d4=44, w20=6, universe=572
date=2019-07-04, mr20=50.1748%, u4=12, d4=4, w20=5, universe=572
date=2019-07-03, mr20=50.1754%, u4=15, d4=1, w20=7, universe=570
date=2019-07-02, mr20=50.2627%, u4=18, d4=9, w20=3, universe=571
date=2019-07-01, mr20=47.8109%, u4=17, d4=4, w20=4, universe=571
date=2019-06-28, mr20=43.7828%, u4=14, d4=9, w20=0, universe=571
date=2019-06-27, mr20=43.2574%, u4=23, d4=4, w20=3, universe=571
date=2019-06-26, mr20=38.8792%, u4=36, d4=4, w20=4, universe=571
date=2019-06-25, mr20=30.2977%, u4=21, d4=13, w20=1, universe=571
date=2019-06-24, mr20=27.193%, u4=8, d4=13, w20=2, universe=570
date=2019-06-21, mr20=27.4956%, u4=11, d4=11, w20=0, universe=571
date=2019-06-20, mr20=26.62%, u4=36, d4=4, w20=0, universe=571
date=2019-06-19, mr20=19.2644%, u4=4, d4=58, w20=0, universe=571
date=2019-06-18, mr20=21.8914%, u4=12, d4=23, w20=2, universe=571
date=2019-06-17, mr20=22.5919%, u4=5, d4=40, w20=1, universe=571
date=2019-06-14, mr20=33.8004%, u4=5, d4=10, w20=2, universe=571
date=2019-06-13, mr20=38.8792%, u4=14, d4=12, w20=1, universe=571
date=2019-06-12, mr20=42.6316%, u4=6, d4=8, w20=2, universe=570
date=2019-06-11, mr20=47.8947%, u4=18, d4=6, w20=2, universe=570
date=2019-06-10, mr20=44.386%, u4=6, d4=16, w20=2, universe=570
date=2019-06-07, mr20=46.1404%, u4=13, d4=9, w20=2, universe=570
date=2019-06-06, mr20=50.5263%, u4=4, d4=44, w20=3, universe=570
date=2019-06-04, mr20=67.8947%, u4=11, d4=8, w20=5, universe=570
date=2019-06-03, mr20=67.3684%, u4=21, d4=4, w20=4, universe=570
date=2019-05-31, mr20=68.0702%, u4=10, d4=16, w20=5, universe=570
date=2019-05-30, mr20=75.7895%, u4=28, d4=9, w20=16, universe=570
date=2019-05-29, mr20=74.7368%, u4=18, d4=8, w20=15, universe=570
date=2019-05-28, mr20=80.8772%, u4=48, d4=9, w20=18, universe=570
date=2019-05-27, mr20=79.1228%, u4=107, d4=2, w20=11, universe=570
date=2019-05-24, mr20=68.2456%, u4=104, d4=1, w20=21, universe=570
date=2019-05-23, mr20=50.0879%, u4=20, d4=11, w20=7, universe=569
date=2019-05-22, mr20=48.0702%, u4=18, d4=4, w20=12, universe=570
date=2019-05-21, mr20=45.0877%, u4=7, d4=17, w20=5, universe=570
date=2019-05-20, mr20=56.3158%, u4=199, d4=3, w20=8, universe=570
date=2019-05-17, mr20=20.5263%, u4=27, d4=10, w20=1, universe=570
date=2019-05-16, mr20=14.9123%, u4=21, d4=12, w20=3, universe=570
date=2019-05-15, mr20=12.807%, u4=14, d4=18, w20=2, universe=570
date=2019-05-14, mr20=12.2807%, u4=28, d4=12, w20=0, universe=570
date=2019-05-13, mr20=8.9474%, u4=5, d4=58, w20=0, universe=570
date=2019-05-10, mr20=17.0175%, u4=16, d4=12, w20=1, universe=570
date=2019-05-09, mr20=15.29%, u4=7, d4=7, w20=0, universe=569
date=2019-05-08, mr20=15.29%, u4=3, d4=34, w20=1, universe=569
date=2019-05-07, mr20=20.0351%, u4=10, d4=18, w20=2, universe=569
date=2019-05-06, mr20=22.1441%, u4=11, d4=23, w20=2, universe=569
date=2019-05-03, mr20=26.8893%, u4=9, d4=5, w20=2, universe=569
date=2019-05-02, mr20=27.5923%, u4=19, d4=12, w20=2, universe=569
date=2019-04-30, mr20=27.9438%, u4=9, d4=53, w20=0, universe=569
date=2019-04-26, mr20=35.6766%, u4=7, d4=7, w20=3, universe=569
date=2019-04-25, mr20=34.6221%, u4=9, d4=5, w20=1, universe=569
date=2019-04-24, mr20=37.7856%, u4=14, d4=3, w20=2, universe=569
date=2019-04-23, mr20=33.8028%, u4=13, d4=8, w20=2, universe=568
date=2019-04-22, mr20=35.3251%, u4=4, d4=23, w20=4, universe=569
date=2019-04-18, mr20=51.5845%, u4=9, d4=12, w20=2, universe=568
date=2019-04-16, mr20=71.4286%, u4=16, d4=1, w20=3, universe=567
date=2019-04-15, mr20=69.4346%, u4=18, d4=1, w20=4, universe=566
date=2019-04-12, mr20=64.0708%, u4=20, d4=1, w20=4, universe=565
date=2019-04-11, mr20=54.6903%, u4=8, d4=2, w20=2, universe=565
date=2019-04-10, mr20=57.9041%, u4=16, d4=4, w20=2, universe=563
date=2019-04-09, mr20=60.746%, u4=12, d4=5, w20=0, universe=563
date=2019-04-08, mr20=59.8579%, u4=14, d4=7, w20=2, universe=563
date=2019-04-05, mr20=67.4956%, u4=31, d4=1, w20=5, universe=563
date=2019-04-04, mr20=61.6341%, u4=9, d4=7, w20=4, universe=563
date=2019-04-03, mr20=68.3837%, u4=9, d4=10, w20=4, universe=563
date=2019-04-02, mr20=79.7513%, u4=19, d4=8, w20=7, universe=563
date=2019-04-01, mr20=81.3499%, u4=46, d4=2, w20=5, universe=563
date=2019-03-29, mr20=71.048%, u4=35, d4=4, w20=1, universe=563
date=2019-03-28, mr20=66.9627%, u4=27, d4=2, w20=0, universe=563
date=2019-03-27, mr20=60.746%, u4=33, d4=8, w20=0, universe=563
date=2019-03-26, mr20=57.3712%, u4=18, d4=7, w20=2, universe=563
date=2019-03-25, mr20=49.556%, u4=6, d4=20, w20=2, universe=563
date=2019-03-22, mr20=66.7851%, u4=9, d4=7, w20=5, universe=563
date=2019-03-20, mr20=73.357%, u4=13, d4=12, w20=4, universe=563
date=2019-03-19, mr20=79.0409%, u4=29, d4=2, w20=3, universe=563
date=2019-03-18, mr20=77.9751%, u4=10, d4=6, w20=5, universe=563
date=2019-03-15, mr20=82.4156%, u4=16, d4=17, w20=6, universe=563
date=2019-03-14, mr20=86.6785%, u4=19, d4=5, w20=4, universe=563
date=2019-03-13, mr20=89.3428%, u4=17, d4=6, w20=5, universe=563
date=2019-03-12, mr20=92.0071%, u4=50, d4=4, w20=8, universe=563
date=2019-03-11, mr20=90.4085%, u4=73, d4=5, w20=20, universe=563
date=2019-03-08, mr20=84.7247%, u4=15, d4=6, w20=21, universe=563
date=2019-03-07, mr20=87.5445%, u4=32, d4=2, w20=30, universe=562
date=2019-03-06, mr20=88.79%, u4=62, d4=1, w20=25, universe=562
date=2019-03-05, mr20=87.0107%, u4=182, d4=0, w20=19, universe=562
date=2019-03-01, mr20=71.8861%, u4=100, d4=2, w20=10, universe=562
date=2019-02-28, mr20=50.5338%, u4=24, d4=5, w20=9, universe=562
date=2019-02-27, mr20=45.0178%, u4=14, d4=7, w20=11, universe=562
date=2019-02-26, mr20=44.1281%, u4=16, d4=6, w20=14, universe=562
